,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,114608461359.46,6625.56,2018-09-30
1,2,ETHEthereum,ETH,23817856184.66,232.85,2018-09-30
2,3,XRPXRP,XRP,23187793631.07,0.5816,2018-09-30
3,4,BCHBitcoin Cash,BCH,9208791087.34,529.93,2018-09-30
4,5,EOSEOS,EOS,5182995901.87,5.72,2018-09-30
5,6,XLMStellar,XLM,4877860473.89,0.2596,2018-09-30
6,7,LTCLitecoin,LTC,3578366271.14,61.14,2018-09-30
7,8,USDTTether,USDT,2807436765.0,1.0,2018-09-30
8,9,ADACardano,ADA,2208861152.34,0.0852,2018-09-30
9,10,XMRMonero,XMR,1912551108.13,116.26,2018-09-30
10,11,MIOTAIOTA,MIOTA,1576856416.81,0.5673,2018-09-30
11,12,DASHDash,DASH,1566844510.7,187.65,2018-09-30
12,13,TRXTRON,TRX,1457284634.75,0.02216,2018-09-30
13,14,NEONeo,NEO,1228697595.6,18.9,2018-09-30
14,15,ETCEthereum Classic,ETC,1189144731.4,11.33,2018-09-30
15,16,BNBBinance Coin,BNB,1176518947.54,10.02,2018-09-30
16,17,XEMNEM,XEM,872053004.7,0.09689,2018-09-30
17,18,XTZTezos,XTZ,865515720.37,1.42,2018-09-30
18,19,VETVeChain,VET,714881403.19,0.01289,2018-09-30
19,20,DOGEDogecoin,DOGE,687215492.16,0.005906,2018-09-30
