,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,320575829567.54,19140.76,2017-12-17
1,2,ETHEthereum,ETH,69409040636.14,719.98,2017-12-17
2,3,BCHBitcoin Cash,BCH,31409971010.31,1862.88,2017-12-17
3,4,XRPXRP,XRP,28216285883.56,0.7284,2017-12-17
4,5,LTCLitecoin,LTC,17323837062.47,318.72,2017-12-17
5,6,ADACardano,ADA,13300876467.61,0.513,2017-12-17
6,7,MIOTAIOTA,MIOTA,10921183749.67,3.93,2017-12-17
7,8,DASHDash,DASH,8581257771.97,1105.92,2017-12-17
8,9,XEMNEM,XEM,6190439700.39,0.6878,2017-12-17
9,10,XMRMonero,XMR,5443176708.39,351.37,2017-12-17
10,11,BTGBitcoin Gold,BTG,5021765072.27,300.49,2017-12-17
11,12,XLMStellar,XLM,4759878770.56,0.2666,2017-12-17
12,13,EOSEOS,EOS,4482553930.79,8.22,2017-12-17
13,14,NEONeo,NEO,4427435188.29,68.11,2017-12-17
14,15,ETCEthereum Classic,ETC,3424599163.71,34.79,2017-12-17
15,16,TRXTRON,TRX,2379438315.13,0.03619,2017-12-17
16,17,QTUMQtum,QTUM,2184372527.95,29.62,2017-12-17
17,18,BCCBitConnect,BCC,2050149358.48,427.71,2017-12-17
18,19,PPTPopulous,PPT,1752565974.67,42.48,2017-12-17
19,20,OMGOmiseGO,OMG,1594150952.04,15.62,2017-12-17
