,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,106591196068.93,5830.25,2020-03-22
1,2,ETHEthereum,ETH,13590860527.49,123.32,2020-03-22
2,3,XRPXRP,XRP,6585765148.81,0.1502,2020-03-22
3,4,USDTTether,USDT,4637871716.99,0.999,2020-03-22
4,5,BCHBitcoin Cash,BCH,3736418940.7,203.67,2020-03-22
5,6,BSVBitcoin SV,BSV,2894145362.51,157.78,2020-03-22
6,7,LTCLitecoin,LTC,2292391577.96,35.63,2020-03-22
7,8,EOSEOS,EOS,1965191547.22,2.13,2020-03-22
8,9,BNBBinance Coin,BNB,1735514181.23,11.16,2020-03-22
9,10,XTZTezos,XTZ,1038511561.46,1.47,2020-03-22
10,11,LEOUNUS SED LEO,LEO,1003519747.15,1.0,2020-03-22
11,12,TAGZ5TAGZ5,TAGZ5,808516837.91,2.1,2020-03-22
12,13,XLMStellar,XLM,754510428.27,0.0372,2020-03-22
13,14,HTHuobi Token,HT,713597803.67,3.15,2020-03-22
14,15,ADACardano,ADA,702337218.06,0.02709,2020-03-22
15,16,LINKChainlink,LINK,696102883.94,1.99,2020-03-22
16,17,TRXTRON,TRX,691142087.37,0.01036,2020-03-22
17,18,XMRMonero,XMR,670755461.83,38.34,2020-03-22
18,19,USDCUSD Coin,USDC,662820963.43,0.9959,2020-03-22
19,20,DASHDash,DASH,599672686.83,63.83,2020-03-22
