,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,108790173990.81,6322.69,2018-08-12
1,2,ETHEthereum,ETH,32368741253.62,319.57,2018-08-12
2,3,XRPXRP,XRP,11706265754.8,0.2979,2018-08-12
3,4,BCHBitcoin Cash,BCH,9871595610.23,570.96,2018-08-12
4,5,EOSEOS,EOS,4544058160.47,5.01,2018-08-12
5,6,XLMStellar,XLM,4197308550.46,0.2236,2018-08-12
6,7,LTCLitecoin,LTC,3430381755.24,59.33,2018-08-12
7,8,ADACardano,ADA,2928981017.25,0.113,2018-08-12
8,9,USDTTether,USDT,2408314559.31,1.0,2018-08-12
9,10,XMRMonero,XMR,1516148257.38,93.21,2018-08-12
10,11,MIOTAIOTA,MIOTA,1499463308.53,0.5395,2018-08-12
11,12,TRXTRON,TRX,1484646834.42,0.02258,2018-08-12
12,13,DASHDash,DASH,1385980810.7,167.91,2018-08-12
13,14,ETCEthereum Classic,ETC,1368888257.23,13.2,2018-08-12
14,15,NEONeo,NEO,1213127117.16,18.66,2018-08-12
15,16,BNBBinance Coin,BNB,1121485876.3,11.74,2018-08-12
16,17,XEMNEM,XEM,967254929.14,0.1075,2018-08-12
17,18,XTZTezos,XTZ,882954562.84,1.45,2018-08-12
18,19,ZECZcash,ZEC,719915371.5,157.79,2018-08-12
19,20,OMGOmiseGO,OMG,569482041.6,4.06,2018-08-12
