,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,33361050414.35,2041.2,2017-05-21
1,2,ETHEthereum,ETH,14500384779.34,157.94,2017-05-21
2,3,XRPXRP,XRP,12954690957.76,0.3362,2017-05-21
3,4,XEMNEM,XEM,2196370035.17,0.244,2017-05-21
4,5,LTCLitecoin,LTC,1346702261.78,26.3,2017-05-21
5,6,ETCEthereum Classic,ETC,863422277.41,9.4,2017-05-21
6,7,DASHDash,DASH,745882848.55,102.03,2017-05-21
7,8,BCNBytecoin,BCN,699215148.48,0.003822,2017-05-21
8,9,XLMStellar,XLM,585609729.26,0.06084,2017-05-21
9,10,XMRMonero,XMR,502280206.35,34.64,2017-05-21
10,11,DOGEDogecoin,DOGE,335148799.73,0.003062,2017-05-21
11,12,STEEMSteem,STEEM,303226531.9,1.3,2017-05-21
12,13,SCSiacoin,SC,279245045.5,0.01067,2017-05-21
13,14,GNTGolem,GNT,261157494.71,0.3166,2017-05-21
14,15,BTSBitShares,BTS,260930350.51,0.1003,2017-05-21
15,16,GNOGnosis,GNO,238585170.05,215.99,2017-05-21
16,17,STRATStratis,STRAT,207706823.02,2.11,2017-05-21
17,18,REPAugur,REP,190946746.83,17.36,2017-05-21
18,19,GAMEGameCredits,GAME,177378848.34,2.82,2017-05-21
19,20,WAVESWaves,WAVES,176811444.76,1.77,2017-05-21
