,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,160884755210.8,8756.43,2020-05-10
1,2,ETHEthereum,ETH,20911059577.74,188.6,2020-05-10
2,3,XRPXRP,XRP,8742104205.96,0.1982,2020-05-10
3,4,USDTTether,USDT,6367741248.65,1.0,2020-05-10
4,5,BCHBitcoin Cash,BCH,4284298805.01,232.8,2020-05-10
5,6,BSVBitcoin SV,BSV,3420862669.59,185.9,2020-05-10
6,7,LTCLitecoin,LTC,2741254063.46,42.37,2020-05-10
7,8,BNBBinance Coin,BNB,2379038125.96,15.3,2020-05-10
8,9,EOSEOS,EOS,2262421180.69,2.45,2020-05-10
9,10,XTZTezos,XTZ,1812470793.78,2.55,2020-05-10
10,11,LINKChainlink,LINK,1316463850.77,3.76,2020-05-10
11,12,XLMStellar,XLM,1301301204.65,0.06432,2020-05-10
12,13,ADACardano,ADA,1236120365.39,0.04768,2020-05-10
13,14,LEOUNUS SED LEO,LEO,1098607134.61,1.1,2020-05-10
14,15,CROCrypto.com Coin,CRO,1055362971.89,0.06356,2020-05-10
15,16,XMRMonero,XMR,1033284688.21,58.86,2020-05-10
16,17,TRXTRON,TRX,952402372.54,0.01428,2020-05-10
17,18,HTHuobi Token,HT,858859652.78,3.86,2020-05-10
18,19,HEXHEX,HEX,851947804.21,0.00559,2020-05-10
19,20,ETCEthereum Classic,ETC,721428587.42,6.2,2020-05-10
