,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,148752956965.75,8192.49,2020-01-12
1,2,ETHEthereum,ETH,15937115426.3,145.87,2020-01-12
2,3,XRPXRP,XRP,9351208273.31,0.2156,2020-01-12
3,4,BCHBitcoin Cash,BCH,4887148233.15,268.24,2020-01-12
4,5,USDTTether,USDT,4637604060.09,1.0,2020-01-12
5,6,LTCLitecoin,LTC,3261300810.32,51.08,2020-01-12
6,7,EOSEOS,EOS,3027171393.44,3.19,2020-01-12
7,8,BSVBitcoin SV,BSV,2981519770.23,165.01,2020-01-12
8,9,BNBBinance Coin,BNB,2383146448.92,15.32,2020-01-12
9,10,XMRMonero,XMR,1032093745.25,59.32,2020-01-12
10,11,TRXTRON,TRX,998598083.31,0.01498,2020-01-12
11,12,ADACardano,ADA,977200921.92,0.03769,2020-01-12
12,13,XLMStellar,XLM,965205441.83,0.04832,2020-01-12
13,14,XTZTezos,XTZ,909993423.09,1.31,2020-01-12
14,15,999999,999,886120825.22,4.08,2020-01-12
15,16,LEOUNUS SED LEO,LEO,870268309.37,0.8707,2020-01-12
16,17,ATOMCosmos,ATOM,812887020.14,4.26,2020-01-12
17,18,LINKChainlink,LINK,785817531.64,2.25,2020-01-12
18,19,HTHuobi Token,HT,746192999.3,3.09,2020-01-12
19,20,NEONeo,NEO,724098648.22,10.27,2020-01-12
