,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,72050487506.13,4139.88,2018-12-02
1,2,XRPXRP,XRP,14825428857.61,0.3676,2018-12-02
2,3,ETHEthereum,ETH,12053770487.12,116.39,2018-12-02
3,4,XLMStellar,XLM,3070486824.37,0.1603,2018-12-02
4,5,BCHBitcoin Cash,BCH,3010194660.91,172.11,2018-12-02
5,6,EOSEOS,EOS,2582234217.99,2.85,2018-12-02
6,7,LTCLitecoin,LTC,2002705712.11,33.71,2018-12-02
7,8,USDTTether,USDT,1853398856.15,0.9984,2018-12-02
8,9,BSVBitcoin SV,BSV,1754285184.08,100.37,2018-12-02
9,10,ADACardano,ADA,1080429209.08,0.04167,2018-12-02
10,11,TRXTRON,TRX,987857121.64,0.01494,2018-12-02
11,12,XMRMonero,XMR,982006148.45,59.1,2018-12-02
12,13,MIOTAIOTA,MIOTA,823651399.44,0.2963,2018-12-02
13,14,DASHDash,DASH,789324066.54,93.04,2018-12-02
14,15,XEMNEM,XEM,701127573.4,0.0779,2018-12-02
15,16,BNBBinance Coin,BNB,686750929.99,5.25,2018-12-02
16,17,ETCEthereum Classic,ETC,548592458.53,5.15,2018-12-02
17,18,NEONeo,NEO,517354499.21,7.96,2018-12-02
18,19,ZECZcash,ZEC,424699693.45,79.16,2018-12-02
19,20,BTGBitcoin Gold,BTG,315179691.04,18.14,2018-12-02
