,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,189302801341.99,11323.22,2017-12-03
1,2,ETHEthereum,ETH,44776400551.17,465.85,2017-12-03
2,3,BCHBitcoin Cash,BCH,26263314821.01,1559.93,2017-12-03
3,4,XRPXRP,XRP,9754506575.04,0.2526,2017-12-03
4,5,DASHDash,DASH,5944766230.65,768.88,2017-12-03
5,6,LTCLitecoin,LTC,5479548241.69,101.26,2017-12-03
6,7,BTGBitcoin Gold,BTG,5350823031.55,320.66,2017-12-03
7,8,MIOTAIOTA,MIOTA,5229847940.13,1.88,2017-12-03
8,9,ADACardano,ADA,3417380962.32,0.1318,2017-12-03
9,10,XMRMonero,XMR,3087398970.92,200.05,2017-12-03
10,11,ETCEthereum Classic,ETC,2986403544.13,30.46,2017-12-03
11,12,XEMNEM,XEM,2483233898.6,0.2759,2017-12-03
12,13,NEONeo,NEO,2380493335.72,36.62,2017-12-03
13,14,EOSEOS,EOS,1862159182.7,3.61,2017-12-03
14,15,XLMStellar,XLM,1581525066.81,0.08904,2017-12-03
15,16,BCCBitConnect,BCC,993908329.08,311.99,2017-12-03
16,17,QTUMQtum,QTUM,968886209.53,13.15,2017-12-03
17,18,OMGOmiseGO,OMG,961996888.43,9.43,2017-12-03
18,19,LSKLisk,LSK,894327760.48,7.74,2017-12-03
19,20,ZECZcash,ZEC,890061728.94,322.81,2017-12-03
