,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,93847052256.19,5314.53,2019-04-21
1,2,ETHEthereum,ETH,17983602095.41,170.05,2019-04-21
2,3,XRPXRP,XRP,13533407429.74,0.3224,2019-04-21
3,4,BCHBitcoin Cash,BCH,5153508007.37,290.48,2019-04-21
4,5,EOSEOS,EOS,4753646754.28,5.25,2019-04-21
5,6,LTCLitecoin,LTC,4751522316.95,77.33,2019-04-21
6,7,BNBBinance Coin,BNB,3415575669.07,24.19,2019-04-21
7,8,USDTTether,USDT,2601017107.19,1.01,2019-04-21
8,9,XLMStellar,XLM,2176554055.31,0.1124,2019-04-21
9,10,ADACardano,ADA,1921361011.54,0.07411,2019-04-21
10,11,TRXTRON,TRX,1666075718.6,0.02499,2019-04-21
11,12,XMRMonero,XMR,1163658345.33,68.72,2019-04-21
12,13,DASHDash,DASH,1065247639.65,121.56,2019-04-21
13,14,BSVBitcoin SV,BSV,1004489952.59,56.63,2019-04-21
14,15,XTZTezos,XTZ,874542583.13,1.32,2019-04-21
15,16,MIOTAIOTA,MIOTA,851156832.34,0.3062,2019-04-21
16,17,NEONeo,NEO,685603542.87,10.55,2019-04-21
17,18,ETCEthereum Classic,ETC,651376688.56,5.93,2019-04-21
18,19,ONTOntology,ONT,607480116.73,1.23,2019-04-21
19,20,MKRMaker,MKR,603395378.96,603.4,2019-04-21
