,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,70821939585.38,4025.23,2019-03-17
1,2,ETHEthereum,ETH,14739201597.37,140.0,2019-03-17
2,3,XRPXRP,XRP,13159356178.0,0.3176,2019-03-17
3,4,LTCLitecoin,LTC,3731425000.77,61.24,2019-03-17
4,5,EOSEOS,EOS,3421714410.25,3.78,2019-03-17
5,6,BCHBitcoin Cash,BCH,2759201462.94,156.08,2019-03-17
6,7,BNBBinance Coin,BNB,2225087468.76,15.76,2019-03-17
7,8,XLMStellar,XLM,2102469253.52,0.1094,2019-03-17
8,9,USDTTether,USDT,2020136778.62,1.01,2019-03-17
9,10,TRXTRON,TRX,1543003579.17,0.02314,2019-03-17
10,11,ADACardano,ADA,1301710901.53,0.05021,2019-03-17
11,12,BSVBitcoin SV,BSV,1209844855.07,68.47,2019-03-17
12,13,XMRMonero,XMR,902585866.92,53.54,2019-03-17
13,14,MIOTAIOTA,MIOTA,828748903.27,0.2982,2019-03-17
14,15,DASHDash,DASH,813463649.54,93.56,2019-03-17
15,16,MKRMaker,MKR,696154121.91,696.15,2019-03-17
16,17,NEONeo,NEO,603828091.56,9.29,2019-03-17
17,18,ONTOntology,ONT,558794091.94,1.13,2019-03-17
18,19,ETCEthereum Classic,ETC,486792521.64,4.46,2019-03-17
19,20,XEMNEM,XEM,455426312.38,0.0506,2019-03-17
