,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,1089244557675.55,58232.32,2021-05-09
1,2,ETHEthereum,ETH,454991994900.06,3928.84,2021-05-09
2,3,BNBBinance Coin,BNB,101607648677.76,662.23,2021-05-09
3,4,DOGEDogecoin,DOGE,73841942943.12,0.5701,2021-05-09
4,5,ADACardano,ADA,56566463236.9,1.77,2021-05-09
5,6,USDTTether,USDT,55539697236.75,1.0,2021-05-09
6,7,XRPXRP,XRP,53901564261.5,1.54,2021-05-09
7,8,DOTPolkadot,DOT,37754263203.32,40.31,2021-05-09
8,9,BCHBitcoin Cash,BCH,26759773845.5,1428.53,2021-05-09
9,10,LTCLitecoin,LTC,25796522602.13,386.45,2021-05-09
10,11,LINKChainlink,LINK,21871752692.13,52.2,2021-05-09
11,12,UNIUniswap,UNI,20637058034.89,39.43,2021-05-09
12,13,VETVeChain,VET,15034210512.87,0.2338,2021-05-09
13,14,XLMStellar,XLM,14496263952.85,0.6286,2021-05-09
14,15,USDCUSD Coin,USDC,14380909714.07,1.0,2021-05-09
15,16,ETCEthereum Classic,ETC,13652427949.21,117.38,2021-05-09
16,17,SOLSolana,SOL,12086070501.99,44.33,2021-05-09
17,18,THETATHETA,THETA,11951584999.83,11.95,2021-05-09
18,19,TRXTRON,TRX,10238383825.72,0.1429,2021-05-09
19,20,FILFilecoin,FIL,10269620082.0,146.42,2021-05-09
