,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,112562429293.61,6517.18,2018-09-16
1,2,ETHEthereum,ETH,22500728872.44,220.59,2018-09-16
2,3,XRPXRP,XRP,11192950284.81,0.2812,2018-09-16
3,4,BCHBitcoin Cash,BCH,7793979471.34,449.16,2018-09-16
4,5,EOSEOS,EOS,4911144232.44,5.42,2018-09-16
5,6,XLMStellar,XLM,3879103114.61,0.2065,2018-09-16
6,7,LTCLitecoin,LTC,3322793844.85,56.97,2018-09-16
7,8,USDTTether,USDT,2759067550.97,1.0,2018-09-16
8,9,XMRMonero,XMR,1920866708.7,117.04,2018-09-16
9,10,ADACardano,ADA,1813923484.76,0.06996,2018-09-16
10,11,MIOTAIOTA,MIOTA,1608426219.15,0.5787,2018-09-16
11,12,DASHDash,DASH,1603461718.55,192.62,2018-09-16
12,13,TRXTRON,TRX,1313311002.51,0.01997,2018-09-16
13,14,NEONeo,NEO,1175554571.15,18.09,2018-09-16
14,15,ETCEthereum Classic,ETC,1173517687.56,11.22,2018-09-16
15,16,XTZTezos,XTZ,1008968335.06,1.66,2018-09-16
16,17,BNBBinance Coin,BNB,949014238.98,9.94,2018-09-16
17,18,XEMNEM,XEM,817482389.42,0.09083,2018-09-16
18,19,VETVeChain,VET,785773003.54,0.01417,2018-09-16
19,20,DOGEDogecoin,DOGE,758704551.84,0.006531,2018-09-16
