,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,108338520155.5,5922.04,2020-03-29
1,2,ETHEthereum,ETH,13852241607.28,125.58,2020-03-29
2,3,XRPXRP,XRP,7193114648.24,0.1638,2020-03-29
3,4,USDTTether,USDT,4651479472.58,1.0,2020-03-29
4,5,BCHBitcoin Cash,BCH,3790187136.12,206.46,2020-03-29
5,6,BSVBitcoin SV,BSV,2723746297.07,148.39,2020-03-29
6,7,LTCLitecoin,LTC,2403961159.01,37.33,2020-03-29
7,8,EOSEOS,EOS,1963629943.96,2.13,2020-03-29
8,9,BNBBinance Coin,BNB,1779529888.49,11.44,2020-03-29
9,10,XTZTezos,XTZ,1043564077.34,1.48,2020-03-29
10,11,TAGZ5TAGZ5,TAGZ5,1041482961.78,2.7,2020-03-29
11,12,LEOUNUS SED LEO,LEO,1014821454.27,1.02,2020-03-29
12,13,XLMStellar,XLM,773422039.78,0.03813,2020-03-29
13,14,XMRMonero,XMR,772022406.58,44.11,2020-03-29
14,15,ADACardano,ADA,732404420.32,0.02825,2020-03-29
15,16,TRXTRON,TRX,716778848.83,0.01075,2020-03-29
16,17,LINKChainlink,LINK,708808881.1,2.03,2020-03-29
17,18,HTHuobi Token,HT,701220256.64,3.1,2020-03-29
18,19,USDCUSD Coin,USDC,675033086.45,0.978,2020-03-29
19,20,CROCrypto.com Coin,CRO,590201799.43,0.04147,2020-03-29
