,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,134469548249.08,7411.32,2020-01-05
1,2,ETHEthereum,ETH,14875569429.66,136.28,2020-01-05
2,3,XRPXRP,XRP,8474172239.53,0.1955,2020-01-05
3,4,USDTTether,USDT,4133500727.77,1.01,2020-01-05
4,5,BCHBitcoin Cash,BCH,4080035773.48,224.1,2020-01-05
5,6,LTCLitecoin,LTC,2778396524.61,43.55,2020-01-05
6,7,EOSEOS,EOS,2559643917.93,2.7,2020-01-05
7,8,BNBBinance Coin,BNB,2194781442.97,14.11,2020-01-05
8,9,BSVBitcoin SV,BSV,2003156469.14,110.87,2020-01-05
9,10,XMRMonero,XMR,940587960.2,54.1,2020-01-05
10,11,XLMStellar,XLM,909657060.26,0.04536,2020-01-05
11,12,TRXTRON,TRX,908402721.81,0.01362,2020-01-05
12,13,ADACardano,ADA,900224705.78,0.03472,2020-01-05
13,14,XTZTezos,XTZ,877159746.89,1.26,2020-01-05
14,15,LEOUNUS SED LEO,LEO,856553225.03,0.857,2020-01-05
15,16,ATOMCosmos,ATOM,806970071.74,4.23,2020-01-05
16,17,HTHuobi Token,HT,708925310.99,2.94,2020-01-05
17,18,NEONeo,NEO,639703565.89,9.07,2020-01-05
18,19,999999,999,633049725.12,2.92,2020-01-05
19,20,LINKChainlink,LINK,632725379.19,1.81,2020-01-05
